age,bmi,goal
26,29.22,LOSE_WEIGHT
50,30.89,LOSE_WEIGHT
49,31.46,LOSE_WEIGHT
26,24.52,MAINTAIN
21,12.7,GAIN_MUSCLE
43,27.14,LOSE_WEIGHT
25,27.15,LOSE_WEIGHT
47,19.17,MAINTAIN
20,24.64,MAINTAIN
29,13.08,GAIN_MUSCLE
46,43.74,LOSE_WEIGHT
25,28.27,LOSE_WEIGHT
37,19.72,MAINTAIN
40,33.27,LOSE_WEIGHT
48,38.03,LOSE_WEIGHT
48,44.51,LOSE_WEIGHT
43,13.28,GAIN_MUSCLE
18,32.57,LOSE_WEIGHT
31,26.58,LOSE_WEIGHT
49,15.16,GAIN_MUSCLE
27,18.62,MAINTAIN
55,28.8,LOSE_WEIGHT
53,23.53,MAINTAIN
29,25.76,LOSE_WEIGHT
43,18.88,MAINTAIN
43,25.41,LOSE_WEIGHT
25,16.82,GAIN_MUSCLE
46,13.99,GAIN_MUSCLE
16,14.58,GAIN_MUSCLE
28,28.44,LOSE_WEIGHT
34,24.12,MAINTAIN
36,19.48,MAINTAIN
25,18.86,MAINTAIN
41,31.65,LOSE_WEIGHT
17,31.01,LOSE_WEIGHT
31,22.17,MAINTAIN
58,20.93,MAINTAIN
42,14.08,GAIN_MUSCLE
43,29.21,LOSE_WEIGHT
35,23.03,MAINTAIN
30,42.81,LOSE_WEIGHT
51,30.39,LOSE_WEIGHT
34,36.55,LOSE_WEIGHT
20,32.48,LOSE_WEIGHT
33,27.6,LOSE_WEIGHT
19,45.37,LOSE_WEIGHT
17,18.11,GAIN_MUSCLE
15,26.33,LOSE_WEIGHT
52,25.86,LOSE_WEIGHT
29,26.35,LOSE_WEIGHT
48,22.29,MAINTAIN
49,12.45,GAIN_MUSCLE
39,14.09,GAIN_MUSCLE
38,22.64,MAINTAIN
26,13.0,GAIN_MUSCLE
32,19.78,MAINTAIN
29,14.79,GAIN_MUSCLE
58,29.77,LOSE_WEIGHT
30,40.71,LOSE_WEIGHT
41,23.13,MAINTAIN
22,20.22,MAINTAIN
39,16.86,GAIN_MUSCLE
31,23.21,MAINTAIN
43,29.77,LOSE_WEIGHT
22,19.76,MAINTAIN
29,26.47,LOSE_WEIGHT
41,37.44,LOSE_WEIGHT
21,19.43,MAINTAIN
17,23.4,MAINTAIN
43,21.77,MAINTAIN
58,20.79,MAINTAIN
38,19.64,MAINTAIN
17,33.98,LOSE_WEIGHT
34,19.28,MAINTAIN
29,21.33,MAINTAIN
39,20.55,MAINTAIN
44,20.43,MAINTAIN
28,41.61,LOSE_WEIGHT
21,32.56,LOSE_WEIGHT
31,18.18,GAIN_MUSCLE
58,13.48,GAIN_MUSCLE
34,28.8,LOSE_WEIGHT
50,33.38,LOSE_WEIGHT
23,28.08,LOSE_WEIGHT
52,43.21,LOSE_WEIGHT
36,40.72,LOSE_WEIGHT
16,26.24,LOSE_WEIGHT
38,33.76,LOSE_WEIGHT
22,14.93,GAIN_MUSCLE
25,16.96,GAIN_MUSCLE
27,20.5,MAINTAIN
31,22.28,MAINTAIN
22,13.75,GAIN_MUSCLE
35,26.88,LOSE_WEIGHT
32,19.34,MAINTAIN
44,20.84,MAINTAIN
32,16.55,GAIN_MUSCLE
45,20.29,MAINTAIN
52,38.62,LOSE_WEIGHT
46,18.34,GAIN_MUSCLE
25,21.09,MAINTAIN
59,16.92,GAIN_MUSCLE
39,21.95,MAINTAIN
47,23.21,MAINTAIN
52,31.72,LOSE_WEIGHT
55,17.0,GAIN_MUSCLE
22,21.04,MAINTAIN
25,26.19,LOSE_WEIGHT
36,19.96,MAINTAIN
38,27.62,LOSE_WEIGHT
55,17.72,GAIN_MUSCLE
31,25.21,LOSE_WEIGHT
26,22.86,MAINTAIN
46,37.71,LOSE_WEIGHT
29,18.64,MAINTAIN
30,21.55,MAINTAIN
36,23.34,MAINTAIN
42,16.64,GAIN_MUSCLE
34,31.4,LOSE_WEIGHT
47,26.2,LOSE_WEIGHT
24,9.79,GAIN_MUSCLE
54,20.25,MAINTAIN
46,23.09,MAINTAIN
47,19.64,MAINTAIN
16,16.97,GAIN_MUSCLE
47,26.31,LOSE_WEIGHT
47,15.05,GAIN_MUSCLE
55,19.6,MAINTAIN
27,20.65,MAINTAIN
44,31.43,LOSE_WEIGHT
47,26.31,LOSE_WEIGHT
27,16.9,GAIN_MUSCLE
40,20.23,MAINTAIN
36,16.98,GAIN_MUSCLE
53,20.64,MAINTAIN
16,34.72,LOSE_WEIGHT
52,26.91,LOSE_WEIGHT
53,18.83,MAINTAIN
40,16.46,GAIN_MUSCLE
29,43.86,LOSE_WEIGHT
48,17.66,GAIN_MUSCLE
56,17.13,GAIN_MUSCLE
58,41.31,LOSE_WEIGHT
54,23.28,MAINTAIN
25,15.33,GAIN_MUSCLE
17,39.55,LOSE_WEIGHT
20,12.3,GAIN_MUSCLE
23,15.24,GAIN_MUSCLE
20,40.53,LOSE_WEIGHT
23,20.43,MAINTAIN
53,23.68,MAINTAIN
45,27.49,LOSE_WEIGHT
46,32.26,LOSE_WEIGHT
55,18.25,GAIN_MUSCLE
26,21.17,MAINTAIN
22,26.72,LOSE_WEIGHT
22,18.45,GAIN_MUSCLE
42,19.07,MAINTAIN
34,39.58,LOSE_WEIGHT
21,22.34,MAINTAIN
25,25.68,LOSE_WEIGHT
34,12.0,GAIN_MUSCLE
30,13.97,GAIN_MUSCLE
18,30.34,LOSE_WEIGHT
20,33.59,LOSE_WEIGHT
36,26.75,LOSE_WEIGHT
40,25.04,LOSE_WEIGHT
17,12.88,GAIN_MUSCLE
55,21.68,MAINTAIN
56,12.56,GAIN_MUSCLE
28,18.43,GAIN_MUSCLE
25,23.57,MAINTAIN
32,34.34,LOSE_WEIGHT
26,22.17,MAINTAIN
37,19.3,MAINTAIN
26,14.67,GAIN_MUSCLE
27,19.9,MAINTAIN
39,14.87,GAIN_MUSCLE
59,17.54,GAIN_MUSCLE
33,23.62,MAINTAIN
50,22.7,MAINTAIN
59,25.18,LOSE_WEIGHT
22,25.72,LOSE_WEIGHT
43,31.79,LOSE_WEIGHT
46,23.86,MAINTAIN
58,14.35,GAIN_MUSCLE
32,18.22,GAIN_MUSCLE
20,20.42,MAINTAIN
32,9.93,GAIN_MUSCLE
33,22.18,MAINTAIN
36,28.12,LOSE_WEIGHT
51,13.87,GAIN_MUSCLE
46,42.71,LOSE_WEIGHT
55,18.79,MAINTAIN
17,17.9,GAIN_MUSCLE
42,18.54,MAINTAIN
24,23.33,MAINTAIN
49,17.85,GAIN_MUSCLE
43,37.54,LOSE_WEIGHT
29,21.93,MAINTAIN
47,25.91,LOSE_WEIGHT
21,14.59,GAIN_MUSCLE
26,34.78,LOSE_WEIGHT
44,21.01,MAINTAIN
35,19.09,MAINTAIN
45,26.41,LOSE_WEIGHT
38,30.15,LOSE_WEIGHT
34,31.97,LOSE_WEIGHT
51,17.12,GAIN_MUSCLE
18,37.38,LOSE_WEIGHT
42,19.86,MAINTAIN
58,17.76,GAIN_MUSCLE
34,16.98,GAIN_MUSCLE
38,15.62,GAIN_MUSCLE
46,33.56,LOSE_WEIGHT
55,29.08,LOSE_WEIGHT
50,15.2,GAIN_MUSCLE
48,32.73,LOSE_WEIGHT
50,24.53,MAINTAIN
16,18.1,GAIN_MUSCLE
29,29.09,LOSE_WEIGHT
48,24.86,MAINTAIN
50,17.86,GAIN_MUSCLE
20,14.46,GAIN_MUSCLE
53,28.33,LOSE_WEIGHT
56,16.69,GAIN_MUSCLE
26,26.83,LOSE_WEIGHT
17,21.32,MAINTAIN
59,34.03,LOSE_WEIGHT
32,33.91,LOSE_WEIGHT
54,35.05,LOSE_WEIGHT
35,12.69,GAIN_MUSCLE
29,22.44,MAINTAIN
47,13.68,GAIN_MUSCLE
49,16.33,GAIN_MUSCLE
40,16.59,GAIN_MUSCLE
22,32.58,LOSE_WEIGHT
50,22.9,MAINTAIN
44,35.08,LOSE_WEIGHT
37,22.59,MAINTAIN
56,26.6,LOSE_WEIGHT
58,16.48,GAIN_MUSCLE
28,24.31,MAINTAIN
28,14.29,GAIN_MUSCLE
16,25.49,LOSE_WEIGHT
51,37.94,LOSE_WEIGHT
19,20.74,MAINTAIN
52,19.42,MAINTAIN
59,28.22,LOSE_WEIGHT
55,22.83,MAINTAIN
28,25.96,LOSE_WEIGHT
53,19.2,MAINTAIN
39,38.14,LOSE_WEIGHT
34,30.81,LOSE_WEIGHT
16,23.13,MAINTAIN
53,14.51,GAIN_MUSCLE
20,26.67,LOSE_WEIGHT
31,15.63,GAIN_MUSCLE
39,30.44,LOSE_WEIGHT
42,34.54,LOSE_WEIGHT
16,22.08,MAINTAIN
49,11.81,GAIN_MUSCLE
51,18.24,GAIN_MUSCLE
19,18.26,GAIN_MUSCLE
15,34.11,LOSE_WEIGHT
54,27.04,LOSE_WEIGHT
26,19.99,MAINTAIN
50,15.48,GAIN_MUSCLE
59,25.21,LOSE_WEIGHT
37,23.73,MAINTAIN
45,17.99,GAIN_MUSCLE
25,15.75,GAIN_MUSCLE
24,24.01,MAINTAIN
17,22.4,MAINTAIN
28,23.68,MAINTAIN
30,25.3,LOSE_WEIGHT
24,23.47,MAINTAIN
43,26.91,LOSE_WEIGHT
24,15.88,GAIN_MUSCLE
26,17.56,GAIN_MUSCLE
44,30.89,LOSE_WEIGHT
55,21.73,MAINTAIN
15,27.15,LOSE_WEIGHT
19,19.2,MAINTAIN
34,26.07,LOSE_WEIGHT
22,35.11,LOSE_WEIGHT
57,27.69,LOSE_WEIGHT
26,28.07,LOSE_WEIGHT
15,27.85,LOSE_WEIGHT
34,20.72,MAINTAIN
42,25.9,LOSE_WEIGHT
57,15.0,GAIN_MUSCLE
51,23.37,MAINTAIN
51,32.93,LOSE_WEIGHT
26,17.11,GAIN_MUSCLE
51,36.23,LOSE_WEIGHT
58,32.3,LOSE_WEIGHT
42,19.45,MAINTAIN
29,26.29,LOSE_WEIGHT
20,20.99,MAINTAIN
58,27.39,LOSE_WEIGHT
34,45.43,LOSE_WEIGHT
28,20.98,MAINTAIN
16,17.99,GAIN_MUSCLE
23,18.02,GAIN_MUSCLE
51,25.74,LOSE_WEIGHT
34,13.25,GAIN_MUSCLE
40,26.23,LOSE_WEIGHT
43,24.03,MAINTAIN
15,29.63,LOSE_WEIGHT
49,27.63,LOSE_WEIGHT
20,41.49,LOSE_WEIGHT
51,27.48,LOSE_WEIGHT
19,18.89,MAINTAIN
47,16.76,GAIN_MUSCLE
28,45.73,LOSE_WEIGHT
26,13.83,GAIN_MUSCLE
56,27.71,LOSE_WEIGHT
34,20.66,MAINTAIN
38,28.68,LOSE_WEIGHT
57,27.66,LOSE_WEIGHT
48,29.98,LOSE_WEIGHT
39,25.11,LOSE_WEIGHT
43,13.38,GAIN_MUSCLE
53,20.77,MAINTAIN
45,27.27,LOSE_WEIGHT
57,25.71,LOSE_WEIGHT
37,18.49,GAIN_MUSCLE
58,24.71,MAINTAIN
52,14.89,GAIN_MUSCLE
34,25.04,LOSE_WEIGHT
37,45.04,LOSE_WEIGHT
59,14.66,GAIN_MUSCLE
30,27.32,LOSE_WEIGHT
56,16.38,GAIN_MUSCLE
22,34.09,LOSE_WEIGHT
35,18.5,MAINTAIN
15,21.89,MAINTAIN
22,28.77,LOSE_WEIGHT
43,21.57,MAINTAIN
46,18.3,GAIN_MUSCLE
52,28.05,LOSE_WEIGHT
19,13.42,GAIN_MUSCLE
36,17.08,GAIN_MUSCLE
48,21.72,MAINTAIN
15,17.31,GAIN_MUSCLE
40,15.85,GAIN_MUSCLE
57,28.26,LOSE_WEIGHT
24,27.92,LOSE_WEIGHT
44,21.72,MAINTAIN
32,28.7,LOSE_WEIGHT
31,22.78,MAINTAIN
40,26.49,LOSE_WEIGHT
22,21.4,MAINTAIN
54,14.73,GAIN_MUSCLE
26,28.95,LOSE_WEIGHT
41,24.0,MAINTAIN
22,16.63,GAIN_MUSCLE
39,33.3,LOSE_WEIGHT
18,26.71,LOSE_WEIGHT
47,21.71,MAINTAIN
15,29.85,LOSE_WEIGHT
33,31.35,LOSE_WEIGHT
45,19.9,MAINTAIN
30,25.7,LOSE_WEIGHT
28,29.18,LOSE_WEIGHT
19,24.99,LOSE_WEIGHT
55,27.26,LOSE_WEIGHT
40,16.33,GAIN_MUSCLE
42,38.61,LOSE_WEIGHT
16,40.35,LOSE_WEIGHT
20,29.83,LOSE_WEIGHT
23,27.54,LOSE_WEIGHT
47,14.79,GAIN_MUSCLE
55,25.6,LOSE_WEIGHT
39,25.63,LOSE_WEIGHT
27,46.72,LOSE_WEIGHT
23,17.35,GAIN_MUSCLE
27,31.06,LOSE_WEIGHT
45,24.41,MAINTAIN
55,22.2,MAINTAIN
25,17.87,GAIN_MUSCLE
18,22.34,MAINTAIN
48,30.73,LOSE_WEIGHT
52,42.27,LOSE_WEIGHT
18,19.0,MAINTAIN
52,29.25,LOSE_WEIGHT
33,40.02,LOSE_WEIGHT
20,13.41,GAIN_MUSCLE
48,40.69,LOSE_WEIGHT
32,22.23,MAINTAIN
27,22.18,MAINTAIN
55,26.79,LOSE_WEIGHT
37,23.57,MAINTAIN
33,17.52,GAIN_MUSCLE
59,23.06,MAINTAIN
25,12.02,GAIN_MUSCLE
15,20.73,MAINTAIN
38,25.62,LOSE_WEIGHT
21,15.62,GAIN_MUSCLE
39,22.87,MAINTAIN
35,16.96,GAIN_MUSCLE
29,20.92,MAINTAIN
15,28.88,LOSE_WEIGHT
26,27.59,LOSE_WEIGHT
21,17.52,GAIN_MUSCLE
29,29.45,LOSE_WEIGHT
35,22.39,MAINTAIN
33,35.59,LOSE_WEIGHT
43,19.87,MAINTAIN
39,40.82,LOSE_WEIGHT
47,41.8,LOSE_WEIGHT
46,26.76,LOSE_WEIGHT
49,22.87,MAINTAIN
58,25.23,LOSE_WEIGHT
52,12.86,GAIN_MUSCLE
40,21.3,MAINTAIN
25,19.85,MAINTAIN
49,14.45,GAIN_MUSCLE
22,27.43,LOSE_WEIGHT
28,27.84,LOSE_WEIGHT
24,18.65,MAINTAIN
16,18.92,MAINTAIN
23,22.57,MAINTAIN
17,25.36,LOSE_WEIGHT
35,16.22,GAIN_MUSCLE
40,28.69,LOSE_WEIGHT
22,21.86,MAINTAIN
16,21.9,MAINTAIN
20,24.32,MAINTAIN
42,13.12,GAIN_MUSCLE
43,10.68,GAIN_MUSCLE
40,13.7,GAIN_MUSCLE
39,23.99,MAINTAIN
26,13.71,GAIN_MUSCLE
19,37.41,LOSE_WEIGHT
48,27.02,LOSE_WEIGHT
51,18.71,MAINTAIN
29,15.6,GAIN_MUSCLE
58,24.31,MAINTAIN
50,30.7,LOSE_WEIGHT
29,27.61,LOSE_WEIGHT
57,20.33,MAINTAIN
37,16.52,GAIN_MUSCLE
20,39.21,LOSE_WEIGHT
58,22.51,MAINTAIN
57,20.79,MAINTAIN
59,26.6,LOSE_WEIGHT
35,24.33,MAINTAIN
37,39.35,LOSE_WEIGHT
57,34.48,LOSE_WEIGHT
30,26.92,LOSE_WEIGHT
29,11.22,GAIN_MUSCLE
39,35.3,LOSE_WEIGHT
50,14.85,GAIN_MUSCLE
25,23.21,MAINTAIN
29,15.69,GAIN_MUSCLE
18,36.71,LOSE_WEIGHT
35,14.52,GAIN_MUSCLE
27,21.89,MAINTAIN
36,16.2,GAIN_MUSCLE
33,18.75,MAINTAIN
48,20.11,MAINTAIN
28,47.62,LOSE_WEIGHT
18,24.55,MAINTAIN
41,14.89,GAIN_MUSCLE
43,17.64,GAIN_MUSCLE
42,29.89,LOSE_WEIGHT
49,13.62,GAIN_MUSCLE
22,33.84,LOSE_WEIGHT
30,30.72,LOSE_WEIGHT
56,27.91,LOSE_WEIGHT
50,36.98,LOSE_WEIGHT
44,28.03,LOSE_WEIGHT
32,21.81,MAINTAIN
16,15.27,GAIN_MUSCLE
27,33.83,LOSE_WEIGHT
18,9.72,GAIN_MUSCLE
40,41.35,LOSE_WEIGHT
39,17.9,GAIN_MUSCLE
44,14.02,GAIN_MUSCLE
25,21.46,MAINTAIN
21,23.7,MAINTAIN
45,43.03,LOSE_WEIGHT
58,19.83,MAINTAIN
24,15.19,GAIN_MUSCLE
53,20.7,MAINTAIN
27,35.44,LOSE_WEIGHT
45,18.65,MAINTAIN
21,25.08,LOSE_WEIGHT
56,24.07,MAINTAIN
56,25.12,LOSE_WEIGHT
50,26.57,LOSE_WEIGHT
34,18.74,MAINTAIN
18,20.23,MAINTAIN
21,20.47,MAINTAIN
15,19.97,MAINTAIN
58,28.8,LOSE_WEIGHT
59,24.12,MAINTAIN
56,31.76,LOSE_WEIGHT
27,28.3,LOSE_WEIGHT
36,39.85,LOSE_WEIGHT
35,18.83,MAINTAIN
36,32.03,LOSE_WEIGHT
42,28.43,LOSE_WEIGHT
23,31.66,LOSE_WEIGHT
40,41.42,LOSE_WEIGHT
23,22.37,MAINTAIN
29,11.48,GAIN_MUSCLE
24,38.36,LOSE_WEIGHT
38,35.35,LOSE_WEIGHT
56,25.84,LOSE_WEIGHT
22,27.38,LOSE_WEIGHT
38,21.95,MAINTAIN
30,21.31,MAINTAIN
40,30.17,LOSE_WEIGHT
41,27.51,LOSE_WEIGHT
51,14.11,GAIN_MUSCLE
18,17.43,GAIN_MUSCLE
38,16.51,GAIN_MUSCLE
33,26.42,LOSE_WEIGHT
50,16.41,GAIN_MUSCLE
53,18.96,MAINTAIN
24,36.53,LOSE_WEIGHT
39,23.53,MAINTAIN
32,38.23,LOSE_WEIGHT
33,18.05,GAIN_MUSCLE
50,27.51,LOSE_WEIGHT
24,35.97,LOSE_WEIGHT
47,22.52,MAINTAIN
19,25.99,LOSE_WEIGHT
49,18.96,MAINTAIN
58,11.58,GAIN_MUSCLE
48,13.51,GAIN_MUSCLE
47,44.24,LOSE_WEIGHT
35,21.37,MAINTAIN
31,25.54,LOSE_WEIGHT
36,17.02,GAIN_MUSCLE
51,19.17,MAINTAIN
29,43.76,LOSE_WEIGHT
49,16.6,GAIN_MUSCLE
42,29.6,LOSE_WEIGHT
21,18.64,MAINTAIN
46,23.72,MAINTAIN
25,25.32,LOSE_WEIGHT
24,22.63,MAINTAIN
23,22.89,MAINTAIN
28,22.09,MAINTAIN
27,17.71,GAIN_MUSCLE
39,21.76,MAINTAIN
16,25.84,LOSE_WEIGHT
49,30.68,LOSE_WEIGHT
21,43.1,LOSE_WEIGHT
35,27.37,LOSE_WEIGHT
32,38.2,LOSE_WEIGHT
17,13.91,GAIN_MUSCLE
56,18.82,MAINTAIN
53,23.58,MAINTAIN
55,22.2,MAINTAIN
25,25.68,LOSE_WEIGHT
53,41.67,LOSE_WEIGHT
38,17.57,GAIN_MUSCLE
33,18.24,GAIN_MUSCLE
18,28.26,LOSE_WEIGHT
40,26.11,LOSE_WEIGHT
52,20.12,MAINTAIN
56,15.78,GAIN_MUSCLE
46,20.14,MAINTAIN
53,19.27,MAINTAIN
59,35.3,LOSE_WEIGHT
50,28.11,LOSE_WEIGHT
54,44.19,LOSE_WEIGHT
51,28.21,LOSE_WEIGHT
47,23.24,MAINTAIN
50,24.74,MAINTAIN
17,19.31,MAINTAIN
23,12.68,GAIN_MUSCLE
22,38.07,LOSE_WEIGHT
47,24.14,MAINTAIN
20,12.48,GAIN_MUSCLE
55,14.18,GAIN_MUSCLE
53,13.08,GAIN_MUSCLE
18,29.28,LOSE_WEIGHT
27,22.69,MAINTAIN
16,16.79,GAIN_MUSCLE
19,16.22,GAIN_MUSCLE
58,39.22,LOSE_WEIGHT
41,25.81,LOSE_WEIGHT
46,36.15,LOSE_WEIGHT
35,33.85,LOSE_WEIGHT
22,44.55,LOSE_WEIGHT
52,37.94,LOSE_WEIGHT
22,20.58,MAINTAIN
17,16.0,GAIN_MUSCLE
58,20.41,MAINTAIN
17,18.96,MAINTAIN
36,43.32,LOSE_WEIGHT
20,39.37,LOSE_WEIGHT
16,37.33,LOSE_WEIGHT
37,28.94,LOSE_WEIGHT
58,18.96,MAINTAIN
16,16.66,GAIN_MUSCLE
52,24.71,MAINTAIN
31,27.47,LOSE_WEIGHT
49,32.22,LOSE_WEIGHT
48,43.42,LOSE_WEIGHT
37,26.66,LOSE_WEIGHT
44,41.24,LOSE_WEIGHT
22,33.85,LOSE_WEIGHT
36,36.69,LOSE_WEIGHT
58,21.1,MAINTAIN
50,20.81,MAINTAIN
19,29.87,LOSE_WEIGHT
27,23.27,MAINTAIN
43,18.75,MAINTAIN
45,27.81,LOSE_WEIGHT
30,42.65,LOSE_WEIGHT
56,25.3,LOSE_WEIGHT
44,18.59,MAINTAIN
30,15.98,GAIN_MUSCLE
26,17.0,GAIN_MUSCLE
31,31.49,LOSE_WEIGHT
30,22.89,MAINTAIN
26,24.31,MAINTAIN
22,14.66,GAIN_MUSCLE
34,20.77,MAINTAIN
17,18.58,MAINTAIN
30,29.16,LOSE_WEIGHT
44,14.45,GAIN_MUSCLE
59,17.97,GAIN_MUSCLE
37,22.68,MAINTAIN
42,16.75,GAIN_MUSCLE
54,21.97,MAINTAIN
19,20.9,MAINTAIN
34,23.37,MAINTAIN
54,18.0,GAIN_MUSCLE
58,26.31,LOSE_WEIGHT
15,26.22,LOSE_WEIGHT
44,23.31,MAINTAIN
35,30.45,LOSE_WEIGHT
34,25.58,LOSE_WEIGHT
20,26.03,LOSE_WEIGHT
36,19.0,MAINTAIN
32,16.25,GAIN_MUSCLE
22,28.84,LOSE_WEIGHT
53,36.17,LOSE_WEIGHT
46,20.6,MAINTAIN
47,23.87,MAINTAIN
30,40.65,LOSE_WEIGHT
26,22.15,MAINTAIN
52,36.83,LOSE_WEIGHT
48,28.4,LOSE_WEIGHT
28,35.84,LOSE_WEIGHT
50,25.24,LOSE_WEIGHT
47,38.26,LOSE_WEIGHT
37,18.18,GAIN_MUSCLE
59,13.53,GAIN_MUSCLE
16,20.91,MAINTAIN
55,18.59,MAINTAIN
35,18.39,GAIN_MUSCLE
16,44.75,LOSE_WEIGHT
41,19.86,MAINTAIN
23,23.24,MAINTAIN
15,31.12,LOSE_WEIGHT
25,17.38,GAIN_MUSCLE
17,40.79,LOSE_WEIGHT
37,19.17,MAINTAIN
40,27.43,LOSE_WEIGHT
18,27.37,LOSE_WEIGHT
32,26.31,LOSE_WEIGHT
20,28.9,LOSE_WEIGHT
49,18.73,MAINTAIN
36,44.32,LOSE_WEIGHT
57,14.84,GAIN_MUSCLE
29,18.49,GAIN_MUSCLE
36,26.51,LOSE_WEIGHT
51,16.7,GAIN_MUSCLE
56,19.19,MAINTAIN
26,41.52,LOSE_WEIGHT
56,42.91,LOSE_WEIGHT
52,24.74,MAINTAIN
32,25.56,LOSE_WEIGHT
59,21.95,MAINTAIN
49,24.7,MAINTAIN
44,22.77,MAINTAIN
38,26.58,LOSE_WEIGHT
56,35.86,LOSE_WEIGHT
44,17.58,GAIN_MUSCLE
28,19.47,MAINTAIN
20,23.0,MAINTAIN
17,17.29,GAIN_MUSCLE
30,17.59,GAIN_MUSCLE
21,14.41,GAIN_MUSCLE
28,29.31,LOSE_WEIGHT
23,38.09,LOSE_WEIGHT
29,26.12,LOSE_WEIGHT
35,12.15,GAIN_MUSCLE
49,14.42,GAIN_MUSCLE
16,25.86,LOSE_WEIGHT
41,19.61,MAINTAIN
16,28.23,LOSE_WEIGHT
49,21.43,MAINTAIN
32,36.43,LOSE_WEIGHT
28,29.75,LOSE_WEIGHT
34,34.5,LOSE_WEIGHT
32,12.36,GAIN_MUSCLE
24,19.07,MAINTAIN
39,17.19,GAIN_MUSCLE
16,26.18,LOSE_WEIGHT
39,29.28,LOSE_WEIGHT
47,20.06,MAINTAIN
50,24.28,MAINTAIN
45,28.32,LOSE_WEIGHT
28,23.07,MAINTAIN
15,18.3,GAIN_MUSCLE
30,33.21,LOSE_WEIGHT
17,19.05,MAINTAIN
49,18.35,GAIN_MUSCLE
55,22.54,MAINTAIN
20,25.34,LOSE_WEIGHT
39,32.23,LOSE_WEIGHT
27,22.88,MAINTAIN
48,44.16,LOSE_WEIGHT
22,22.0,MAINTAIN
35,10.1,GAIN_MUSCLE
48,18.2,GAIN_MUSCLE
18,19.17,MAINTAIN
39,20.62,MAINTAIN
29,17.38,GAIN_MUSCLE
18,25.9,LOSE_WEIGHT
59,23.8,MAINTAIN
26,15.29,GAIN_MUSCLE
46,29.36,LOSE_WEIGHT
46,23.17,MAINTAIN
42,14.17,GAIN_MUSCLE
27,29.25,LOSE_WEIGHT
45,13.24,GAIN_MUSCLE
28,25.77,LOSE_WEIGHT
34,23.69,MAINTAIN
32,40.22,LOSE_WEIGHT
43,38.46,LOSE_WEIGHT
20,28.61,LOSE_WEIGHT
46,15.18,GAIN_MUSCLE
43,13.75,GAIN_MUSCLE
57,22.36,MAINTAIN
16,31.84,LOSE_WEIGHT
37,23.51,MAINTAIN
33,20.75,MAINTAIN
45,25.06,LOSE_WEIGHT
19,27.82,LOSE_WEIGHT
33,12.55,GAIN_MUSCLE
48,28.74,LOSE_WEIGHT
24,18.93,MAINTAIN
39,19.82,MAINTAIN
16,19.35,MAINTAIN
25,17.5,GAIN_MUSCLE
45,21.55,MAINTAIN
29,24.98,LOSE_WEIGHT
23,25.24,LOSE_WEIGHT
37,18.79,MAINTAIN
33,25.49,LOSE_WEIGHT
23,19.15,MAINTAIN
49,25.31,LOSE_WEIGHT
35,22.18,MAINTAIN
23,37.53,LOSE_WEIGHT
42,22.61,MAINTAIN
21,38.51,LOSE_WEIGHT
30,18.98,MAINTAIN
30,34.67,LOSE_WEIGHT
47,15.07,GAIN_MUSCLE
18,20.17,MAINTAIN
18,18.03,GAIN_MUSCLE
53,31.12,LOSE_WEIGHT
54,21.47,MAINTAIN
31,44.48,LOSE_WEIGHT
51,25.93,LOSE_WEIGHT
53,40.71,LOSE_WEIGHT
43,21.69,MAINTAIN
50,37.74,LOSE_WEIGHT
52,16.86,GAIN_MUSCLE
53,17.74,GAIN_MUSCLE
51,26.97,LOSE_WEIGHT
49,39.67,LOSE_WEIGHT
21,23.93,MAINTAIN
41,16.35,GAIN_MUSCLE
42,22.07,MAINTAIN
36,21.46,MAINTAIN
28,32.72,LOSE_WEIGHT
21,16.92,GAIN_MUSCLE
51,30.8,LOSE_WEIGHT
36,14.85,GAIN_MUSCLE
19,25.55,LOSE_WEIGHT
16,29.74,LOSE_WEIGHT
41,22.77,MAINTAIN
35,23.75,MAINTAIN
52,18.82,MAINTAIN
29,16.35,GAIN_MUSCLE
35,25.3,LOSE_WEIGHT
24,25.6,LOSE_WEIGHT
37,30.35,LOSE_WEIGHT
53,22.21,MAINTAIN
19,39.23,LOSE_WEIGHT
15,28.85,LOSE_WEIGHT
27,25.86,LOSE_WEIGHT
35,19.05,MAINTAIN
40,14.42,GAIN_MUSCLE
59,26.29,LOSE_WEIGHT
35,34.66,LOSE_WEIGHT
32,18.89,MAINTAIN
51,39.3,LOSE_WEIGHT
59,33.64,LOSE_WEIGHT
46,23.91,MAINTAIN
50,28.17,LOSE_WEIGHT
31,19.55,MAINTAIN
49,22.36,MAINTAIN
25,10.07,GAIN_MUSCLE
35,16.46,GAIN_MUSCLE
40,16.72,GAIN_MUSCLE
18,20.88,MAINTAIN
48,27.21,LOSE_WEIGHT
32,30.75,LOSE_WEIGHT
54,24.94,LOSE_WEIGHT
49,21.28,MAINTAIN
55,14.05,GAIN_MUSCLE
43,19.67,MAINTAIN
43,24.46,MAINTAIN
52,25.61,LOSE_WEIGHT
56,36.36,LOSE_WEIGHT
35,19.74,MAINTAIN
56,22.37,MAINTAIN
27,24.78,MAINTAIN
55,14.99,GAIN_MUSCLE
31,13.54,GAIN_MUSCLE
23,19.72,MAINTAIN
55,23.59,MAINTAIN
15,14.64,GAIN_MUSCLE
16,38.82,LOSE_WEIGHT
43,26.21,LOSE_WEIGHT
