elo,player_count,level,matches_week,trainings_week,fatigue,hour,day,duration,field_available,field_pressure,field_capacity,distance_km,weather_score,temp_comfort,has_tournament,tournament_priority,field_tournament_fit,label,win_ratio,team_load,is_weekend,is_peak_hour,field_fits
1306,16,1,1,0,2,16,6,60,0,0.64,15,7.11,0.5,1.0,0,0,1,0,0.37777777777777777,1,1,1,0
975,18,1,3,6,10,16,5,60,0,0.68,15,5.44,0.0,0.2,0,0,1,0,0.4888888888888889,9,1,1,0
1192,17,3,4,1,9,16,4,90,1,0.18,15,2.73,1.0,0.5,0,0,1,1,0.35714285714285715,5,0,1,0
1269,7,3,3,3,9,20,2,120,0,0.12,15,9.99,0.0,1.0,0,0,1,0,0.5,6,0,1,1
911,7,3,1,2,4,22,6,60,0,0.23,15,2.77,0.0,0.5,1,2,0,0,0.45454545454545453,3,1,0,1
915,9,3,2,3,7,18,3,60,1,0.43,15,8.32,0.7,0.5,1,2,0,0,0.23076923076923078,5,0,1,1
1099,13,3,0,2,2,8,4,120,0,0.39,20,13.13,0.2,0.5,1,2,1,0,0.5789473684210527,2,0,0,1
1253,14,3,0,0,0,22,1,60,1,0.42,20,10.78,0.0,0.2,0,0,1,0,0.07407407407407407,0,0,0,1
1519,12,1,0,4,4,16,5,90,0,0.61,20,9.85,0.0,0.2,0,0,1,0,0.2727272727272727,4,1,1,1
1126,10,1,3,4,10,20,1,120,0,0.5,15,6.1,0.5,0.2,0,0,1,0,0.7368421052631579,7,0,1,1
1431,7,3,4,4,10,18,5,90,0,0.51,20,9.63,1.0,0.5,0,0,1,0,0.5294117647058824,8,1,1,1
1489,14,1,0,3,3,8,0,90,1,0.72,15,9.15,0.7,1.0,0,0,1,1,0.3111111111111111,3,0,0,1
1199,7,2,5,1,10,16,2,60,0,0.2,20,8.59,0.0,1.0,0,0,1,0,0.6756756756756757,6,0,1,1
1483,15,3,1,3,5,20,3,120,1,0.05,20,4.18,0.5,0.5,0,0,1,1,0.8888888888888888,4,0,1,1
1211,15,1,0,6,6,20,2,120,1,0.27,10,5.57,0.2,0.2,0,0,1,0,0.2926829268292683,6,0,1,0
942,13,2,5,2,10,16,1,90,1,0.05,20,8.22,0.7,1.0,0,0,1,1,0.34375,7,0,1,1
835,13,2,0,2,2,16,5,90,1,0.23,10,6.87,0.7,0.5,0,0,1,1,0.32142857142857145,2,1,1,0
1501,15,2,1,5,7,14,1,60,1,0.86,30,10.49,0.0,0.2,1,1,1,0,0.6206896551724138,6,0,0,1
999,7,1,3,1,7,8,5,120,1,0.17,20,9.27,0.2,0.5,1,1,1,0,0.5588235294117647,4,1,0,1
1203,16,1,2,3,7,16,4,90,0,0.04,15,4.59,0.2,1.0,0,0,1,0,0.23333333333333334,5,0,1,0
1287,19,1,2,2,6,22,5,60,1,0.12,15,10.86,0.5,0.5,0,0,1,0,0.8823529411764706,4,1,0,0
848,14,3,3,6,10,14,6,60,1,0.44,30,12.41,0.2,1.0,1,2,1,0,0.52,9,1,0,1
1175,9,2,2,1,5,8,3,90,1,0.02,30,8.25,0.5,1.0,0,0,1,1,0.42857142857142855,3,0,0,1
850,16,2,1,7,9,16,6,120,0,0.88,10,7.86,0.0,0.5,1,1,0,0,0.8461538461538461,8,1,1,0
1435,7,2,2,1,5,14,0,90,1,0.58,20,6.67,0.7,1.0,0,0,1,1,0.275,3,0,0,1
1198,18,2,5,3,10,20,0,90,1,0.0,10,12.72,0.5,1.0,0,0,1,0,0.9,8,0,1,0
1120,19,2,2,0,4,22,3,90,1,0.75,20,10.14,1.0,1.0,0,0,1,1,0.14285714285714285,2,0,0,1
1463,7,3,4,0,8,16,3,120,1,0.49,30,7.44,1.0,0.5,0,0,1,1,0.5,4,0,1,1
1148,10,2,2,3,7,20,5,90,1,0.19,20,5.33,1.0,0.5,0,0,1,1,0.4716981132075472,5,1,1,1
1065,7,3,0,2,2,16,0,90,0,0.36,15,7.82,0.0,0.2,0,0,1,0,0.8275862068965517,2,0,1,1
1569,15,2,3,2,8,10,3,60,0,0.22,10,7.7,0.5,0.2,0,0,1,0,0.2571428571428571,5,0,0,0
1154,7,1,4,5,10,10,3,120,0,0.14,15,10.27,0.2,0.5,0,0,1,0,0.25,9,0,0,1
1259,7,2,3,4,10,20,0,90,1,0.52,30,11.71,0.5,1.0,0,0,1,0,0.0,7,0,1,1
1358,13,1,1,2,4,10,6,120,0,0.89,20,8.21,0.7,0.5,0,0,1,0,0.2777777777777778,3,1,0,1
1374,8,2,3,6,10,20,4,90,1,0.53,10,0.92,1.0,1.0,0,0,1,1,0.3,9,0,1,1
1145,7,2,5,6,10,22,3,90,0,0.04,20,6.92,0.7,0.5,0,0,1,0,0.509090909090909,11,0,0,1
840,7,1,2,2,6,22,2,60,1,0.14,15,2.7,0.7,1.0,0,0,1,1,0.034482758620689655,4,0,0,1
1562,7,3,1,3,5,16,6,90,1,0.73,15,6.37,0.2,1.0,0,0,1,1,0.6976744186046512,4,1,1,1
1528,18,2,4,2,10,14,1,60,1,0.63,30,7.17,0.2,0.5,0,0,1,0,0.5555555555555556,6,0,0,1
1427,9,1,0,6,6,16,4,120,1,0.31,30,8.82,1.0,1.0,0,0,1,1,0.4318181818181818,6,0,1,1
1040,13,3,5,5,10,14,4,60,1,0.91,10,11.68,0.7,0.2,1,3,0,0,0.5,10,0,0,0
1371,6,3,0,4,4,16,2,90,0,0.16,30,7.65,0.2,1.0,1,3,1,0,0.3103448275862069,4,0,1,1
1378,7,3,2,4,8,20,3,90,1,0.37,30,5.45,0.2,0.5,1,1,1,1,0.6216216216216216,6,0,1,1
1489,18,3,1,0,2,8,4,120,1,0.21,30,10.03,0.5,0.2,1,1,1,1,0.45614035087719296,1,0,0,1
1575,8,3,5,6,10,16,6,60,1,0.7,10,10.01,0.0,0.5,0,0,1,0,0.8518518518518519,11,1,1,1
1574,13,1,0,7,7,20,4,120,1,0.28,30,6.77,1.0,0.2,0,0,1,1,0.8888888888888888,7,0,1,1
952,9,3,1,4,6,20,4,120,1,0.12,15,11.58,0.0,1.0,0,0,1,0,0.5,5,0,1,1
1268,11,2,0,7,7,22,6,120,1,0.66,10,9.55,0.0,1.0,0,0,1,0,0.6153846153846154,7,1,0,0
1459,11,2,4,3,10,16,5,120,1,0.15,20,7.91,1.0,0.2,0,0,1,1,0.4827586206896552,7,1,1,1
1321,9,3,2,6,10,10,6,60,0,0.29,10,6.82,0.5,0.5,0,0,1,0,0.6153846153846154,8,1,0,1
1578,19,1,3,0,6,20,6,90,1,0.18,30,10.86,0.2,1.0,1,2,1,1,0.1891891891891892,3,1,1,1
1563,16,2,0,6,6,20,4,60,0,0.78,20,9.41,0.2,1.0,0,0,1,0,0.0,6,0,1,1
1238,15,3,3,2,8,20,4,120,1,0.29,20,5.02,1.0,0.5,0,0,1,1,0.0,5,0,1,1
834,19,3,1,1,3,20,2,90,1,0.38,20,6.91,0.5,1.0,0,0,1,1,0.0,2,0,1,1
831,8,2,0,4,4,10,0,90,1,0.76,30,9.32,0.5,0.5,0,0,1,0,0.6842105263157895,4,0,0,1
1553,6,3,1,3,5,14,3,120,1,0.18,10,6.29,0.5,0.2,0,0,1,1,0.43333333333333335,4,0,0,1
1158,8,2,1,7,9,18,4,120,0,0.47,20,5.99,0.5,1.0,0,0,1,0,0.3023255813953488,8,0,1,1
1251,12,3,2,2,6,10,1,120,1,0.71,10,2.16,0.2,0.5,0,0,1,0,0.5882352941176471,4,0,0,0
1273,15,1,4,2,10,20,6,90,0,0.72,20,11.47,0.5,1.0,0,0,1,0,0.2857142857142857,6,1,1,1
869,12,3,2,4,8,22,1,120,0,0.57,15,7.58,0.5,0.5,0,0,1,0,0.9523809523809523,6,0,0,1
1208,14,2,1,3,5,8,4,90,1,0.45,15,8.28,1.0,1.0,0,0,1,1,0.9629629629629629,4,0,0,1
1318,14,2,0,1,1,18,6,60,1,0.54,15,10.33,0.0,1.0,0,0,1,0,0.4166666666666667,1,1,1,1
809,15,1,0,3,3,16,6,90,1,0.55,10,8.45,1.0,0.5,0,0,1,1,0.8888888888888888,3,1,1,0
1463,9,3,2,1,5,16,1,120,1,0.13,10,8.44,1.0,0.5,1,3,0,1,0.6222222222222222,3,0,1,1
1597,19,3,0,3,3,14,2,120,1,0.4,30,11.55,0.5,0.2,0,0,1,1,0.5434782608695652,3,0,0,1
1284,7,1,5,6,10,20,1,90,1,0.55,10,10.02,1.0,0.5,0,0,1,0,0.23076923076923078,11,0,1,1
807,17,3,0,7,7,22,3,120,1,0.92,30,8.31,0.5,0.5,0,0,1,0,0.34782608695652173,7,0,0,1
1597,9,2,4,0,8,8,3,90,1,0.24,15,9.75,0.7,0.5,0,0,1,1,0.38636363636363635,4,0,0,1
1041,8,3,3,6,10,8,5,60,0,0.83,30,9.46,0.7,0.2,1,3,1,0,0.5277777777777778,9,1,0,1
1124,6,2,2,6,10,14,2,120,0,0.85,20,4.71,1.0,0.5,1,1,1,0,0.6666666666666666,8,0,0,1
1541,16,2,2,2,6,8,4,90,1,0.44,10,3.01,0.7,0.2,0,0,1,0,0.5263157894736842,4,0,0,0
882,11,3,3,6,10,22,3,90,1,0.22,30,2.92,0.0,0.2,0,0,1,0,0.7307692307692307,9,0,0,1
1011,14,3,2,3,7,20,0,120,1,0.33,10,11.12,1.0,0.2,0,0,1,1,0.5555555555555556,5,0,1,0
1171,14,2,1,5,7,22,6,60,1,0.38,20,8.17,1.0,1.0,0,0,1,1,0.8333333333333334,6,1,0,1
1435,12,2,5,7,10,8,3,90,0,0.7,30,2.78,0.7,1.0,0,0,1,0,0.75,12,0,0,1
1107,18,3,3,0,6,14,1,90,1,0.87,30,3.7,1.0,0.2,0,0,1,1,0.0,3,0,0,1
1421,9,1,0,3,3,16,6,60,1,0.64,15,8.9,1.0,1.0,0,0,1,1,0.038461538461538464,3,1,1,1
1086,13,3,1,6,8,22,1,90,1,0.73,15,6.64,1.0,1.0,0,0,1,1,0.36,7,0,0,1
1385,10,1,2,6,10,16,1,60,1,0.26,10,4.57,1.0,0.5,0,0,1,1,0.3055555555555556,8,0,1,1
1158,10,2,5,2,10,20,3,120,0,0.11,15,9.71,0.5,0.2,0,0,1,0,0.44680851063829785,7,0,1,1
1415,7,1,0,5,5,14,3,60,1,0.16,30,8.52,0.5,1.0,0,0,1,1,0.1,5,0,0,1
885,17,3,0,0,0,8,0,120,1,0.01,10,4.79,1.0,0.5,0,0,1,1,0.125,0,0,0,0
1168,17,1,4,5,10,18,5,90,1,0.28,20,1.07,0.0,1.0,1,1,1,0,0.5483870967741935,9,1,1,1
1026,20,3,5,5,10,16,4,90,1,0.32,10,2.72,1.0,0.2,1,1,0,0,0.6818181818181818,10,0,1,0
1542,20,1,2,3,7,8,5,120,0,0.45,15,9.37,0.5,1.0,1,2,0,0,0.2222222222222222,5,1,0,0
1354,16,1,1,3,5,10,1,120,1,0.42,30,8.48,1.0,0.5,1,1,1,1,0.7777777777777778,4,0,0,1
1389,12,3,4,3,10,14,5,120,1,0.22,30,9.55,1.0,1.0,0,0,1,1,0.375,7,1,0,1
866,15,3,1,0,2,18,6,60,1,0.01,10,3.53,0.2,0.5,0,0,1,1,0.38095238095238093,1,1,1,0
1396,14,3,3,3,9,20,4,60,1,0.1,30,4.89,0.0,0.2,0,0,1,0,0.0,6,0,1,1
1459,10,3,1,3,5,8,4,90,1,0.26,10,8.54,0.7,0.2,0,0,1,1,0.58,4,0,0,1
1358,20,2,0,0,0,22,3,90,0,0.29,30,1.32,0.2,0.2,0,0,1,0,0.24324324324324326,0,0,0,1
1600,10,1,5,3,10,14,1,120,0,0.63,15,9.67,0.5,1.0,0,0,1,0,0.0625,8,0,0,1
1325,6,2,2,6,10,14,0,60,0,0.29,10,13.74,0.7,0.2,0,0,1,0,0.7241379310344828,8,0,0,1
990,9,1,4,1,9,18,1,120,1,0.15,30,6.95,0.7,0.2,0,0,1,0,0.4791666666666667,5,0,1,1
1315,11,1,0,3,3,8,5,120,1,0.15,20,8.81,1.0,1.0,0,0,1,1,0.35294117647058826,3,1,0,1
1384,19,3,4,2,10,10,3,60,1,0.07,10,9.33,0.5,1.0,1,1,0,0,0.4782608695652174,6,0,0,0
1082,16,1,5,7,10,22,0,120,0,0.95,20,8.55,0.5,0.5,0,0,1,0,0.4727272727272727,12,0,0,1
1103,11,2,4,6,10,22,5,120,0,0.95,10,9.11,0.5,1.0,0,0,1,0,0.9629629629629629,10,1,0,0
1428,10,3,3,2,8,18,5,120,1,0.02,20,6.2,0.5,1.0,0,0,1,1,0.84,5,1,1,1
1289,20,3,3,1,7,22,0,60,1,0.5,30,10.0,1.0,0.2,1,3,1,0,0.041666666666666664,4,0,0,1
1198,11,1,3,0,6,18,6,90,1,0.11,30,9.63,0.7,1.0,1,3,1,1,0.3055555555555556,3,1,1,1
1543,13,2,2,4,8,20,1,120,1,0.41,30,3.21,0.7,0.5,0,0,1,1,0.43478260869565216,6,0,1,1
843,13,3,1,3,5,16,0,90,1,0.77,20,6.08,0.7,1.0,0,0,1,1,0.3142857142857143,4,0,1,1
1121,20,1,2,1,5,10,2,90,0,0.91,30,10.69,0.7,1.0,1,2,1,0,0.92,3,0,0,1
1251,13,2,0,0,0,8,3,120,1,0.11,30,5.72,0.7,0.2,1,3,1,1,0.5714285714285714,0,0,0,1
1269,6,3,1,1,3,20,6,90,1,0.72,20,11.44,0.2,1.0,0,0,1,1,0.7741935483870968,2,1,1,1
1133,19,1,4,2,10,22,0,60,0,0.21,30,11.59,0.0,0.2,0,0,1,0,0.2727272727272727,6,0,0,1
807,17,3,3,0,6,8,3,90,1,0.21,30,11.57,0.7,0.5,1,1,1,1,0.6666666666666666,3,0,0,1
1566,19,2,0,4,4,18,4,60,1,0.28,30,4.06,1.0,1.0,1,3,1,1,0.9333333333333333,4,0,1,1
1179,9,2,0,6,6,16,4,60,1,0.28,30,12.26,0.7,1.0,0,0,1,1,0.14285714285714285,6,0,1,1
1242,17,1,2,3,7,22,5,60,0,0.85,15,7.64,0.2,1.0,0,0,1,0,0.3333333333333333,5,1,0,0
1322,19,2,2,4,8,16,4,120,1,0.21,30,2.04,0.5,0.5,0,0,1,1,0.4358974358974359,6,0,1,1
946,18,3,0,1,1,22,3,60,0,0.07,15,7.53,0.2,0.2,0,0,1,0,0.5862068965517241,1,0,0,0
1398,12,1,1,4,6,22,5,120,0,0.19,15,9.62,0.0,1.0,0,0,1,0,0.2857142857142857,5,1,0,1
1393,10,1,1,1,3,14,5,90,1,0.0,10,11.44,0.5,1.0,0,0,1,1,0.09090909090909091,2,1,0,1
1452,14,2,1,4,6,10,2,120,1,0.6,20,9.48,0.5,1.0,0,0,1,0,0.37209302325581395,5,0,0,1
983,7,3,0,7,7,16,3,90,1,0.45,20,8.67,0.5,1.0,1,2,1,1,0.7368421052631579,7,0,1,1
988,11,2,3,4,10,8,0,60,1,0.02,30,3.4,0.7,0.5,1,1,1,1,0.525,7,0,0,1
888,12,3,4,2,10,22,1,60,1,0.04,20,10.96,0.2,0.5,0,0,1,0,0.16666666666666666,6,0,0,1
1205,17,2,0,0,0,8,1,120,0,0.7,30,12.43,0.0,0.2,0,0,1,0,0.48484848484848486,0,0,0,1
1477,13,3,5,5,10,10,1,60,0,0.78,30,6.41,1.0,0.2,0,0,1,0,0.6097560975609756,10,0,0,1
859,12,3,5,4,10,20,4,90,1,0.39,30,12.94,0.2,1.0,0,0,1,0,0.5666666666666667,9,0,1,1
943,7,1,1,3,5,14,2,120,0,0.05,15,4.12,0.5,0.5,0,0,1,0,0.9354838709677419,4,0,0,1
1566,18,1,1,2,4,10,6,90,1,0.2,15,5.12,0.7,1.0,1,2,0,0,0.3157894736842105,3,1,0,0
965,16,1,0,6,6,20,0,120,1,0.3,30,6.02,0.5,0.5,0,0,1,1,0.9,6,0,1,1
1051,12,3,1,1,3,16,5,120,1,0.23,10,4.2,0.5,1.0,1,3,0,1,0.5128205128205128,2,1,1,0
998,10,1,4,6,10,18,3,60,0,0.4,20,5.09,0.5,0.2,0,0,1,0,0.5357142857142857,10,0,1,1
1420,15,1,2,4,8,18,0,120,1,0.63,15,5.3,0.7,1.0,0,0,1,1,0.11538461538461539,6,0,1,1
1301,20,3,1,1,3,8,1,60,1,0.3,20,4.08,1.0,1.0,0,0,1,1,0.21621621621621623,2,0,0,1
1556,8,3,2,6,10,20,4,90,1,0.46,10,8.52,0.2,1.0,1,2,0,0,0.6382978723404256,8,0,1,1
1168,13,1,0,7,7,14,5,60,1,0.07,10,8.99,0.7,1.0,0,0,1,0,0.40425531914893614,7,1,0,0
1500,11,2,1,4,6,14,6,60,1,0.07,30,7.71,0.7,0.5,0,0,1,1,0.6666666666666666,5,1,0,1
1182,8,1,0,3,3,10,4,90,1,0.44,20,6.94,0.7,0.2,0,0,1,1,0.4444444444444444,3,0,0,1
1223,14,3,4,0,8,14,5,60,0,0.46,20,7.88,0.7,0.2,0,0,1,0,0.6829268292682927,4,1,0,1
888,8,3,4,5,10,10,6,120,0,0.07,10,2.91,0.0,1.0,0,0,1,0,0.5897435897435898,9,1,0,1
840,18,1,0,3,3,8,1,60,1,0.79,30,12.35,1.0,1.0,0,0,1,1,0.75,3,0,0,1
1581,7,1,0,5,5,14,0,90,1,0.12,10,1.7,0.5,0.2,1,2,0,1,0.6764705882352942,5,0,0,1
994,8,2,2,3,7,14,0,90,0,0.8,15,7.33,0.0,0.2,0,0,1,0,0.5128205128205128,5,0,0,1
1006,9,2,1,0,2,14,0,60,1,0.49,30,11.43,0.5,0.2,1,2,1,1,0.5454545454545454,1,0,0,1
867,13,1,2,1,5,18,6,90,1,0.96,20,10.77,0.7,0.5,0,0,1,1,0.06060606060606061,3,1,1,1
1221,20,1,0,6,6,16,6,90,1,0.73,10,4.29,0.7,1.0,0,0,1,1,0.09375,6,1,1,0
1011,14,3,2,3,7,20,0,120,1,0.33,10,11.12,1.0,0.2,0,0,1,1,0.5555555555555556,5,0,1,0
1291,10,1,0,5,5,14,3,60,1,0.51,20,6.55,0.7,0.5,0,0,1,1,0.75,5,0,0,1
1255,20,3,0,2,2,14,6,120,0,0.99,20,6.68,0.5,0.5,0,0,1,0,0.6,2,1,0,1
846,12,2,2,4,8,10,0,90,0,0.43,20,13.4,1.0,0.5,1,3,1,0,0.6363636363636364,6,0,0,1
1598,9,2,2,5,9,18,4,120,1,0.21,20,11.95,1.0,1.0,0,0,1,1,0.43478260869565216,7,0,1,1
1393,15,2,5,7,10,22,5,120,0,0.2,15,4.35,0.0,1.0,0,0,1,0,0.6363636363636364,12,1,0,1
1403,18,3,3,2,8,10,2,90,1,0.37,10,9.55,1.0,0.2,1,1,0,0,0.6451612903225806,5,0,0,0
916,14,1,1,7,9,8,1,120,1,0.23,30,11.57,0.0,0.5,0,0,1,0,0.5333333333333333,8,0,0,1
1463,8,1,1,2,4,22,3,90,1,0.96,10,10.25,1.0,0.2,1,3,0,0,0.9615384615384616,3,0,0,1
1216,6,3,2,6,10,16,1,60,1,0.25,30,2.87,0.5,1.0,0,0,1,1,0.3695652173913043,8,0,1,1
907,20,2,5,6,10,18,0,90,0,0.82,30,3.56,0.7,0.2,0,0,1,0,0.22857142857142856,11,0,1,1
1490,7,2,2,1,5,14,3,60,1,0.3,20,8.38,1.0,0.5,0,0,1,1,0.5757575757575758,3,0,0,1
882,10,2,2,1,5,8,5,120,1,0.17,15,8.82,0.5,0.5,0,0,1,1,0.9629629629629629,3,1,0,1
829,18,2,0,1,1,14,6,120,1,0.48,15,1.12,1.0,1.0,0,0,1,1,0.65,1,1,0,0
1314,8,1,1,5,7,16,0,90,1,0.53,10,7.1,0.5,1.0,0,0,1,1,0.5714285714285714,6,0,1,1
1085,10,1,4,1,9,10,2,120,1,0.55,30,5.19,0.2,0.5,0,0,1,0,0.5714285714285714,5,0,0,1
1017,18,1,0,3,3,18,2,120,0,0.22,15,8.93,0.0,1.0,0,0,1,0,0.631578947368421,3,0,1,0
1235,10,3,4,3,10,20,5,60,0,0.81,20,5.91,0.5,0.2,0,0,1,0,0.0,7,1,1,1
1370,8,3,1,1,3,10,4,90,1,0.27,20,8.63,1.0,0.5,0,0,1,1,0.375,2,0,0,1
1594,8,1,2,0,4,16,0,120,1,0.83,10,8.83,1.0,0.5,0,0,1,1,0.05263157894736842,2,0,1,1
1460,12,3,2,6,10,20,4,90,1,0.13,30,9.12,0.5,0.2,0,0,1,0,0.3055555555555556,8,0,1,1
1085,20,2,3,6,10,14,4,90,1,0.2,15,8.26,1.0,1.0,0,0,1,0,0.2903225806451613,9,0,0,0
1365,10,1,0,2,2,20,6,60,1,0.18,30,8.86,1.0,0.5,0,0,1,1,0.6363636363636364,2,1,1,1
887,19,3,5,1,10,20,2,60,1,0.5,20,10.93,0.2,0.5,1,3,1,0,0.8709677419354839,6,0,1,1
1253,6,2,1,2,4,16,5,60,0,0.72,10,4.18,0.2,0.2,1,1,0,0,0.6176470588235294,3,1,1,1
1154,20,2,5,7,10,10,1,120,1,0.93,20,5.13,0.0,0.5,0,0,1,0,0.6896551724137931,12,0,0,1
1574,12,3,2,3,7,8,3,120,1,0.29,15,6.42,0.7,0.5,0,0,1,1,0.85,5,0,0,1
839,20,1,2,0,4,8,1,90,0,0.03,30,11.64,0.2,0.5,0,0,1,0,0.5813953488372093,2,0,0,1
925,20,1,5,6,10,18,0,60,1,0.21,10,6.27,0.7,1.0,1,3,0,0,0.37142857142857144,11,0,1,0
1038,9,1,1,4,6,16,4,120,1,0.29,15,5.88,0.5,1.0,0,0,1,1,0.8181818181818182,5,0,1,1
1596,12,3,1,3,5,22,4,60,1,0.05,30,10.79,1.0,1.0,0,0,1,1,0.5333333333333333,4,0,0,1
1270,6,3,5,5,10,16,4,90,1,0.64,30,8.12,0.7,0.2,0,0,1,0,0.5918367346938775,10,0,1,1
1014,11,1,1,5,7,16,4,120,0,0.3,20,10.73,0.5,0.2,1,1,1,0,0.9032258064516129,6,0,1,1
1193,6,2,5,3,10,8,5,120,0,0.58,30,11.21,1.0,0.2,0,0,1,0,0.05,8,1,0,1
1373,17,1,5,4,10,22,2,120,1,0.39,10,10.19,1.0,1.0,0,0,1,0,0.4482758620689655,9,0,0,0
1117,9,1,4,6,10,18,4,60,1,0.07,15,9.05,1.0,0.5,0,0,1,1,0.325,10,0,1,1
1571,16,3,0,2,2,16,2,60,1,0.04,15,6.28,0.7,0.2,0,0,1,1,0.2222222222222222,2,0,1,0
1385,12,3,1,5,7,8,2,120,1,0.62,10,10.05,0.5,0.5,0,0,1,0,0.15384615384615385,6,0,0,0
1533,20,2,2,3,7,16,4,90,1,0.62,30,12.39,0.5,1.0,0,0,1,0,0.6774193548387096,5,0,1,1
1234,19,3,0,1,1,14,5,120,0,0.13,15,5.89,0.2,0.5,0,0,1,0,0.9583333333333334,1,1,0,0
1009,7,3,3,7,10,16,2,120,1,0.76,30,5.44,0.5,1.0,0,0,1,0,0.5454545454545454,10,0,1,1
1238,18,3,2,2,6,8,4,60,1,0.82,30,9.44,0.7,0.2,0,0,1,0,0.1111111111111111,4,0,0,1
1561,10,2,0,1,1,10,1,120,0,0.45,15,4.71,0.5,1.0,0,0,1,0,0.08333333333333333,1,0,0,1
1474,13,2,5,2,10,18,3,60,0,0.28,20,9.12,0.7,1.0,0,0,1,0,0.16666666666666666,7,0,1,1
1385,8,2,5,2,10,18,1,60,1,0.12,20,4.52,0.5,1.0,0,0,1,1,0.5882352941176471,7,0,1,1
1493,13,3,5,4,10,22,4,90,1,0.58,30,10.05,1.0,1.0,0,0,1,0,0.4418604651162791,9,0,0,1
1193,20,1,1,2,4,10,1,90,1,0.24,10,4.28,1.0,1.0,0,0,1,1,0.4375,3,0,0,0
1232,7,2,5,4,10,14,2,60,1,0.62,20,10.39,0.5,1.0,0,0,1,0,0.5283018867924528,9,0,0,1
1228,8,2,3,7,10,22,6,120,0,0.71,15,2.28,0.7,1.0,0,0,1,0,0.7586206896551724,10,1,0,1
1199,13,2,3,0,6,16,3,60,1,0.7,20,10.38,0.7,0.5,0,0,1,1,0.3181818181818182,3,0,1,1
1166,9,1,4,0,8,22,5,120,0,0.44,10,3.64,1.0,1.0,0,0,1,0,0.0625,4,1,0,1
997,15,3,0,3,3,16,0,90,1,0.83,15,9.37,1.0,1.0,0,0,1,1,0.4523809523809524,3,0,1,1
1518,15,2,5,4,10,16,3,90,1,0.3,20,3.2,1.0,0.5,1,1,1,1,0.92,9,0,1,1
1358,10,2,1,1,3,18,4,90,1,0.76,30,7.18,1.0,0.2,0,0,1,1,0.6451612903225806,2,0,1,1
1577,18,2,2,2,6,22,4,120,1,0.74,10,5.94,0.5,0.5,1,3,0,0,0.2972972972972973,4,0,0,0
1179,16,3,4,7,10,16,4,90,1,0.0,10,5.52,0.5,0.2,0,0,1,0,0.8,11,0,1,0
1254,12,1,3,3,9,20,1,60,1,0.05,10,7.53,0.7,0.5,0,0,1,0,0.5714285714285714,6,0,1,0
1097,11,1,5,5,10,18,4,90,1,0.36,20,10.04,1.0,1.0,0,0,1,1,0.2,10,0,1,1
853,8,1,2,2,6,8,1,120,1,0.92,30,2.91,0.5,0.2,0,0,1,0,0.0,4,0,0,1
1332,8,3,2,5,9,8,6,60,0,0.5,15,6.74,0.2,1.0,1,2,0,0,0.9090909090909091,7,1,0,1
1294,14,3,0,2,2,18,6,90,1,0.35,10,7.02,0.2,1.0,0,0,1,1,0.24,2,1,1,0
890,19,2,3,2,8,18,6,60,0,0.27,10,9.24,0.7,0.5,1,2,0,0,0.8571428571428571,5,1,1,0
1298,15,1,2,2,6,14,4,120,1,0.19,15,1.55,0.2,0.2,0,0,1,1,0.45,4,0,0,1
1436,20,1,0,7,7,20,4,120,0,0.5,10,5.11,1.0,0.2,0,0,1,0,0.5087719298245614,7,0,1,0
1109,16,2,0,0,0,14,3,60,0,0.23,15,10.62,0.0,1.0,0,0,1,0,0.375,0,0,0,0
1543,9,2,2,4,8,22,1,60,1,0.43,20,10.21,1.0,1.0,1,2,1,0,0.2222222222222222,6,0,0,1
1062,18,3,1,2,4,20,1,60,1,0.22,30,4.89,1.0,0.2,0,0,1,1,0.4878048780487805,3,0,1,1
1127,11,3,4,2,10,22,2,90,0,0.19,20,7.22,0.5,0.5,0,0,1,0,0.3958333333333333,6,0,0,1
1003,10,3,0,3,3,18,4,90,0,0.56,20,11.04,0.0,1.0,0,0,1,0,0.2,3,0,1,1
1429,12,3,0,0,0,20,5,120,1,0.96,15,5.3,0.5,1.0,0,0,1,1,0.8571428571428571,0,1,1,1
867,20,3,0,0,0,16,5,90,1,0.17,30,9.86,0.5,1.0,1,1,1,1,0.6486486486486487,0,1,1,1
1049,8,3,3,3,9,20,0,90,1,0.16,20,11.08,0.5,0.5,0,0,1,0,0.6153846153846154,6,0,1,1
1092,18,3,0,5,5,8,0,120,1,0.46,10,2.96,1.0,0.5,0,0,1,1,0.3448275862068966,5,0,0,0
926,12,2,0,5,5,10,6,120,1,0.38,10,0.52,1.0,0.5,0,0,1,1,0.625,5,1,0,0
1153,7,1,0,7,7,10,4,90,0,0.58,20,9.1,0.7,1.0,0,0,1,0,0.7941176470588235,7,0,0,1
1345,12,3,3,2,8,20,0,90,1,0.07,15,3.65,1.0,1.0,1,2,0,1,0.8,5,0,1,1
1018,7,1,1,6,8,16,1,90,1,0.44,10,11.97,1.0,0.5,0,0,1,1,0.8571428571428571,7,0,1,1
827,12,2,5,4,10,18,2,60,1,0.25,10,8.54,0.2,1.0,1,3,0,0,0.8275862068965517,9,0,1,0
1231,10,2,0,3,3,22,0,90,1,0.0,15,12.34,0.7,1.0,0,0,1,1,0.52,3,0,0,1
904,9,1,1,1,3,16,3,60,0,0.82,10,6.52,0.0,1.0,0,0,1,0,0.6666666666666666,2,0,1,1
