elo,player_count,level,victories,defeats,matches_week,trainings_week,fatigue,hour,day,duration,field_available,field_pressure,field_capacity,label
909,19,2,30,21,3,7,10,20,4,60,0,0.39,20,0
1337,7,1,21,7,5,5,10,10,4,120,1,0.74,20,0
1446,6,3,21,0,2,4,8,14,1,60,1,0.13,10,1
1092,17,3,7,26,0,6,6,20,3,90,0,0.56,20,0
825,9,2,21,28,5,4,10,8,1,120,0,0.43,30,0
1371,16,1,6,5,3,2,8,8,0,60,0,0.67,20,0
1320,15,2,15,4,4,1,9,22,2,90,0,0.32,15,0
907,15,3,24,6,3,2,8,10,5,60,0,0.77,30,0
944,17,2,0,30,3,6,10,8,1,90,0,0.99,20,0
1064,7,2,12,17,5,2,10,22,5,120,0,0.8,15,0
1295,16,3,18,19,5,4,10,18,5,120,1,0.86,10,0
1572,7,3,16,19,4,2,10,16,3,60,0,0.76,30,0
1260,10,1,16,20,3,5,10,16,5,60,0,0.79,15,0
1396,11,3,29,30,3,0,6,10,2,120,0,0.35,20,0
1017,10,1,15,12,0,7,7,18,5,120,1,0.39,15,1
1228,17,3,24,19,0,5,5,10,0,120,1,0.38,15,0
1091,13,2,14,8,0,5,5,22,2,90,0,0.63,15,0
1109,16,2,29,22,0,0,0,8,1,120,0,0.99,10,0
1110,9,3,8,30,1,0,2,16,2,120,0,0.07,20,0
1416,13,1,1,11,3,5,10,10,1,90,0,0.6,30,0
1444,14,1,14,11,0,0,0,18,3,90,0,0.51,15,0
1333,14,3,30,16,0,6,6,18,6,90,0,0.77,15,0
1342,8,3,15,16,5,1,10,20,3,60,0,0.94,20,0
986,14,3,17,3,2,1,5,10,3,120,0,0.51,10,0
1521,6,1,5,6,4,7,10,22,3,60,1,0.22,15,0
1098,11,3,11,2,3,3,9,18,4,120,0,0.18,30,0
1495,18,3,3,1,2,7,10,14,2,120,0,0.12,10,0
1430,14,1,13,13,5,0,10,20,6,120,0,0.72,15,0
1320,7,2,30,15,0,4,4,10,4,120,1,0.97,10,0
892,11,3,9,0,5,3,10,10,2,120,1,0.84,10,0
862,20,2,1,10,2,3,7,8,4,90,0,0.73,30,0
884,14,2,18,16,3,3,9,8,0,90,1,0.42,30,0
854,15,3,8,23,4,2,10,20,3,120,1,0.37,30,1
1414,11,3,12,19,3,2,8,16,6,120,0,0.71,15,0
1374,19,1,9,3,3,5,10,18,4,120,0,0.04,15,0
1149,6,1,30,6,3,6,10,16,0,60,0,0.83,20,0
1135,6,1,17,27,2,7,10,22,6,60,0,0.98,30,0
998,18,1,30,14,1,6,8,16,6,60,0,0.7,10,0
1489,7,3,0,19,2,5,9,22,4,90,1,0.66,15,0
831,7,1,0,26,3,3,9,8,6,120,0,0.38,20,0
1312,7,1,0,24,2,0,4,10,6,90,0,0.95,20,0
1462,13,2,30,24,1,6,8,8,6,120,1,0.53,20,0
1598,9,2,3,22,1,7,9,10,2,120,1,0.8,15,0
1097,9,2,16,27,1,2,4,18,6,60,1,0.45,15,1
1477,19,1,12,5,1,1,3,16,5,60,0,1.0,20,0
802,8,2,17,27,5,5,10,22,2,60,1,0.99,30,0
1508,18,3,1,16,4,0,8,16,5,60,1,0.85,30,0
945,18,3,16,26,5,2,10,8,6,90,1,0.09,30,0
1554,19,1,17,5,4,1,9,10,3,60,1,0.93,15,0
913,16,2,19,10,5,0,10,8,6,90,1,0.07,10,0
1237,6,1,20,1,5,1,10,10,1,60,0,0.36,20,0
1302,18,1,7,16,3,4,10,18,6,90,0,0.76,30,0
1384,20,3,0,22,1,2,4,14,0,120,0,0.22,30,0
1523,16,3,24,2,1,7,9,20,2,60,0,0.3,10,0
1124,18,2,0,18,4,5,10,10,6,60,0,0.76,30,0
804,11,3,17,18,4,2,10,16,0,60,0,0.67,20,0
1546,20,2,23,21,3,1,7,20,6,90,1,0.2,10,0
1155,6,1,7,26,3,1,7,22,4,90,1,0.45,20,0
1063,17,3,11,5,1,5,7,14,6,120,1,0.13,20,1
1173,6,2,26,11,1,4,6,8,0,60,1,0.64,10,0
1132,10,1,25,26,4,2,10,10,4,120,0,0.29,30,0
971,15,2,5,11,5,4,10,18,1,90,1,0.79,20,0
1265,8,2,6,9,4,5,10,22,6,90,0,0.05,15,0
1500,18,1,19,23,5,7,10,10,4,90,1,0.78,15,0
1354,12,2,2,18,4,2,10,18,2,120,0,0.27,30,0
930,6,3,20,9,1,4,6,8,0,60,0,0.72,10,0
908,18,3,6,1,5,1,10,22,0,60,0,0.39,15,0
1052,15,3,17,13,4,4,10,18,3,90,1,0.53,30,0
1005,10,3,16,3,2,3,7,18,6,60,0,0.17,10,0
1414,6,2,6,22,5,6,10,8,2,90,0,0.27,15,0
1222,18,3,9,22,5,4,10,14,5,120,1,0.75,20,0
1109,8,3,2,22,0,0,0,16,3,60,0,0.95,15,0
1448,19,1,7,5,3,1,7,22,2,60,1,0.1,20,0
820,16,2,8,29,3,4,10,22,6,90,0,0.53,15,0
944,14,2,1,2,2,4,8,20,5,120,1,0.57,20,1
1449,13,3,7,10,4,0,8,14,2,60,1,0.24,15,1
1254,20,2,1,24,0,6,6,20,5,120,0,0.1,15,0
1425,16,1,21,29,0,5,5,8,5,90,1,0.71,20,0
1585,14,3,30,24,0,7,7,18,6,120,0,0.2,15,0
833,20,1,28,18,1,7,9,14,6,120,0,0.78,10,0
1506,7,1,2,14,0,4,4,14,4,90,1,0.07,10,1
1011,10,1,1,5,4,0,8,16,0,90,0,0.83,20,0
1017,12,1,1,13,3,0,6,16,3,120,1,0.48,10,0
989,11,3,16,19,0,2,2,16,6,60,1,0.48,15,1
1207,14,3,10,22,5,7,10,18,6,60,0,0.79,15,0
1314,15,2,2,13,5,6,10,22,1,60,1,0.37,20,0
1225,13,2,22,15,4,7,10,18,5,60,1,0.9,20,0
925,20,1,13,21,5,6,10,18,0,60,1,0.21,10,0
1453,20,2,4,24,2,2,6,16,6,120,1,0.66,30,1
1383,20,2,13,16,3,0,6,8,3,120,0,0.5,10,0
1209,19,1,8,3,1,7,9,18,6,120,1,0.27,10,0
1097,20,3,30,28,3,0,6,10,4,60,1,0.09,15,0
871,20,1,2,11,2,7,10,22,5,90,0,0.07,15,0
812,20,3,21,15,4,4,10,18,0,120,0,0.75,20,0
1186,6,3,26,22,4,4,10,10,1,60,0,0.94,10,0
954,18,1,6,18,5,3,10,20,2,90,0,0.25,30,0
883,9,1,24,17,2,4,8,16,1,120,1,0.55,15,1
913,15,2,29,20,5,5,10,20,6,120,1,0.23,20,0
887,11,3,30,9,4,6,10,8,5,90,1,0.06,30,0
1219,10,2,2,4,2,3,7,14,5,120,1,0.64,15,0
1068,14,2,9,18,3,5,10,8,5,90,1,0.6,10,0
825,11,3,7,4,3,7,10,20,1,90,0,0.43,15,0
1558,20,1,2,14,4,2,10,22,5,60,0,0.61,15,0
1311,14,1,28,22,5,3,10,10,4,90,1,0.82,15,0
1068,11,1,2,13,5,1,10,20,0,90,1,0.09,10,0
1021,14,1,29,24,1,2,4,16,1,120,0,0.38,20,0
1323,14,1,26,8,5,6,10,22,0,90,0,0.98,20,0
1359,14,1,28,10,1,6,8,22,5,90,0,0.74,20,0
893,11,3,12,18,2,0,4,18,2,120,1,0.88,15,1
1409,15,1,20,14,4,0,8,22,3,90,1,0.1,20,0
1060,11,3,16,23,0,6,6,8,4,90,0,0.03,10,0
1020,12,2,2,4,1,0,2,8,3,60,1,0.45,10,0
1045,12,2,20,14,1,5,7,18,4,90,1,0.54,15,1
903,17,1,4,16,4,5,10,10,6,90,1,0.82,20,0
1050,6,1,20,29,4,4,10,10,3,90,0,0.4,15,0
1133,20,1,11,7,0,0,0,20,2,120,0,0.02,10,0
1098,11,1,2,1,0,2,2,14,4,60,1,0.45,20,1
1517,18,2,13,19,0,7,7,8,1,90,1,0.07,20,0
1222,19,3,22,3,3,2,8,18,2,90,0,0.14,10,0
1424,15,1,15,5,2,1,5,18,6,120,1,0.54,15,1
1045,9,1,1,13,2,5,9,20,4,90,1,0.07,20,0
1151,8,3,4,0,5,2,10,10,6,90,1,0.1,30,0
1267,16,1,1,2,1,0,2,18,2,120,1,0.69,30,1
986,16,3,8,17,4,3,10,10,5,120,0,0.09,30,0
1363,9,2,9,1,2,2,6,20,2,120,1,0.79,10,1
1559,20,2,0,20,2,6,10,14,1,60,0,0.05,20,0
810,18,3,2,10,3,2,8,16,2,60,1,0.7,30,1
974,8,3,17,28,1,2,4,14,0,90,0,0.51,20,0
995,7,1,6,10,4,4,10,18,5,90,0,0.99,20,0
895,14,2,9,8,3,2,8,22,0,90,0,0.31,30,0
1450,20,3,14,5,3,3,9,22,0,60,0,0.83,10,0
910,16,3,1,16,5,2,10,20,4,60,0,0.46,15,0
1341,20,2,24,20,3,2,8,18,0,60,0,0.99,30,0
1142,20,1,30,26,2,5,9,16,5,90,0,0.74,30,0
1184,7,1,14,4,3,7,10,20,5,120,1,0.73,20,0
1457,17,3,15,7,1,4,6,16,0,90,1,0.75,10,1
1157,6,1,22,2,0,2,2,14,0,120,1,0.51,15,1
1205,17,3,27,5,2,1,5,16,6,60,0,0.28,20,0
1471,17,2,20,26,1,6,8,16,2,90,0,0.96,20,0
994,8,1,5,17,1,7,9,22,1,60,0,0.01,30,0
1015,8,1,25,0,2,4,8,18,2,60,0,0.01,20,0
1021,10,2,8,12,1,2,4,16,5,120,0,0.5,30,0
957,13,1,8,24,1,3,5,14,3,90,0,0.68,20,0
1345,18,3,8,9,1,7,9,16,6,60,0,0.34,20,0
1384,15,2,25,17,2,2,6,20,6,90,1,0.58,20,1
1177,15,3,15,13,5,4,10,8,1,60,0,0.51,30,0
895,6,2,4,7,2,1,5,16,4,60,0,0.5,20,0
1562,19,2,26,24,3,4,10,18,2,90,1,0.67,20,0
1211,17,2,0,5,5,0,10,16,3,120,0,0.28,20,0
881,20,1,23,1,4,6,10,8,6,60,1,0.73,20,0
1523,14,2,26,15,4,4,10,18,2,60,1,0.69,15,0
1246,11,3,8,18,5,5,10,10,3,60,1,0.47,20,0
1078,15,2,2,10,4,7,10,14,2,120,0,0.34,10,0
977,8,1,23,19,2,1,5,20,4,120,1,0.66,30,1
1185,14,1,2,12,5,5,10,14,0,120,0,0.31,10,0
1336,13,2,19,18,0,5,5,16,2,120,0,0.06,30,0
1590,15,1,16,21,0,2,2,16,6,90,0,0.16,10,0
1551,18,3,24,7,2,2,6,22,6,90,1,0.9,30,0
1316,10,2,10,5,1,1,3,14,2,60,1,0.41,20,1
1428,15,1,23,15,1,5,7,22,5,120,0,0.03,15,0
834,7,2,1,9,1,6,8,22,1,120,1,0.37,30,0
1507,17,1,18,30,4,4,10,16,5,120,1,0.51,20,0
1268,12,1,11,0,5,5,10,16,2,120,1,0.36,15,0
1553,15,1,26,18,5,1,10,18,4,120,0,0.62,10,0
1152,10,3,26,8,3,5,10,10,4,60,0,0.36,10,0
1174,14,1,1,14,3,2,8,20,6,60,1,0.25,15,1
1208,6,1,24,8,2,2,6,20,0,60,1,0.72,20,1
1429,12,1,23,14,2,3,7,20,6,120,1,0.56,20,1
1354,11,1,14,0,0,3,3,20,2,60,0,0.23,20,0
1563,6,2,9,22,5,0,10,14,3,120,0,0.96,30,0
932,6,3,28,20,0,2,2,8,0,120,0,0.89,20,0
890,8,2,16,30,4,6,10,20,0,90,1,0.0,15,0
1120,6,3,5,30,5,0,10,8,0,120,1,0.34,30,0
887,13,1,16,24,5,2,10,16,0,60,1,0.94,15,0
1182,15,1,24,14,4,7,10,16,0,90,0,0.18,10,0
1345,19,3,28,6,0,1,1,8,0,120,1,0.98,20,1
950,11,2,1,27,0,3,3,14,5,60,0,0.28,20,0
1304,12,2,18,9,3,7,10,18,1,90,0,0.08,10,0
1220,17,3,8,12,3,6,10,20,5,60,0,0.44,15,0
1482,17,3,2,16,4,2,10,18,3,120,1,0.38,15,0
1099,11,3,20,9,4,5,10,8,3,90,0,0.94,30,0
1028,11,2,25,10,2,4,8,14,1,90,0,0.83,20,0
915,12,3,6,24,1,1,3,14,1,60,1,0.47,15,1
1330,6,1,5,14,0,5,5,14,2,90,0,0.17,20,0
895,20,1,8,7,1,0,2,22,5,90,0,0.03,30,0
1424,19,1,20,8,5,2,10,16,6,120,1,0.1,15,0
1188,16,2,13,6,2,5,9,10,4,90,0,0.61,20,0
1325,6,1,22,21,0,2,2,8,0,60,0,0.74,30,0
1324,11,2,24,18,3,5,10,20,1,60,0,0.48,30,0
1537,14,1,0,5,4,1,9,22,0,90,0,0.6,15,0
855,12,2,25,22,0,6,6,16,5,60,0,0.75,20,0
1379,8,3,24,19,0,7,7,18,1,90,0,0.1,30,0
1270,16,1,11,21,0,2,2,8,6,60,1,0.58,10,0
1448,12,3,0,27,4,4,10,10,4,120,0,0.83,10,0
1049,11,1,25,18,2,1,5,20,5,60,1,0.14,20,1
978,15,1,7,25,0,7,7,14,3,60,0,0.43,15,0
918,7,2,18,29,3,5,10,20,2,90,0,0.73,30,0
1363,6,3,17,10,2,7,10,16,1,90,0,0.75,30,0
988,11,1,3,28,3,4,10,8,5,60,0,0.45,15,0
855,17,2,11,22,5,7,10,14,0,120,0,0.62,30,0
821,17,3,22,7,3,7,10,18,6,60,1,0.26,20,0
1024,7,2,20,0,1,7,9,16,3,60,0,0.94,30,0
1482,14,3,20,28,3,2,8,18,6,90,0,0.77,20,0
809,6,3,6,2,5,2,10,10,2,90,0,0.43,15,0
1126,9,3,12,15,0,3,3,10,6,60,1,0.2,15,1
872,11,2,18,11,1,2,4,10,6,120,0,0.94,20,0
1411,17,3,21,2,0,5,5,20,0,120,1,0.04,30,1
1380,13,1,5,16,0,0,0,20,4,120,0,0.56,30,0
808,20,3,19,17,2,0,4,8,0,60,0,0.1,15,0
931,20,1,7,12,0,6,6,8,1,60,1,0.28,30,1
873,8,2,18,26,0,7,7,10,6,120,0,0.93,15,0
1511,10,2,25,26,3,6,10,18,0,120,0,0.05,15,0
881,15,1,14,18,5,0,10,14,2,90,0,0.01,10,0
1419,20,2,18,5,1,5,7,18,5,120,0,0.06,30,0
1015,16,1,25,9,4,7,10,18,6,60,1,0.32,10,0
909,10,2,7,0,0,1,1,8,5,90,1,0.03,20,1
907,8,3,2,1,3,5,10,10,2,60,1,0.76,20,0
1498,20,1,23,7,3,5,10,20,1,90,1,0.37,20,0
1421,7,1,20,17,1,6,8,22,6,90,0,0.31,10,0
1075,18,3,10,27,4,6,10,8,4,120,1,0.83,20,0
1470,18,3,10,8,5,7,10,10,6,120,0,0.65,10,0
1236,7,1,30,15,4,2,10,14,1,90,0,0.91,10,0
867,19,2,26,27,0,7,7,8,3,120,0,0.96,15,0
1592,18,1,28,15,0,1,1,14,3,90,1,0.21,10,1
893,11,2,1,10,2,7,10,20,0,60,1,0.24,10,0
949,18,2,26,22,3,7,10,20,4,120,0,0.67,15,0
1080,18,2,0,8,1,3,5,10,2,60,0,0.04,20,0
1072,7,1,29,16,2,2,6,22,4,90,1,0.47,20,0
942,12,1,23,7,5,3,10,8,1,60,1,0.42,15,0
887,20,1,20,14,2,1,5,20,5,90,0,0.71,20,0
903,12,3,24,4,5,7,10,16,6,60,0,0.4,30,0
1402,9,2,18,26,3,1,7,16,2,90,1,0.55,15,1
857,13,3,18,27,2,2,6,8,3,90,1,0.02,30,1
1081,14,3,6,28,5,7,10,8,2,60,0,0.19,30,0
994,16,1,15,8,4,1,9,20,3,90,1,0.23,15,0
924,17,3,5,14,1,5,7,18,6,90,1,0.22,20,1
1480,13,2,27,6,5,1,10,16,6,120,1,1.0,10,0
1235,16,2,14,28,5,5,10,20,3,60,0,0.33,20,0
1083,7,2,14,19,3,1,7,20,2,60,0,0.23,15,0
1516,14,1,1,19,3,6,10,10,1,60,1,0.85,20,0
1543,8,1,3,7,5,2,10,20,4,90,1,0.69,30,0
1023,8,2,18,29,4,6,10,8,4,120,0,0.87,20,0
1306,11,3,11,19,4,3,10,14,2,60,0,0.74,10,0
1587,20,1,19,8,5,0,10,18,2,90,0,0.44,10,0
1516,7,2,2,11,2,4,8,18,6,120,1,0.05,15,1
1500,20,2,4,29,1,6,8,20,0,90,1,0.56,30,1
1033,13,2,30,22,0,6,6,18,6,120,1,0.57,20,1
1223,11,1,25,2,2,7,10,10,2,120,1,0.38,30,0
1133,10,2,9,6,4,7,10,20,4,60,0,0.74,10,0
800,10,2,13,13,0,5,5,20,1,60,1,0.73,15,1
1107,13,1,6,28,0,5,5,10,0,90,1,0.71,10,0
1434,16,1,23,24,3,0,6,16,3,120,0,0.32,10,0
1521,16,1,27,5,5,1,10,22,0,90,0,0.88,10,0
1121,11,3,3,12,3,3,9,18,1,60,1,0.0,20,0
1428,19,3,6,10,3,3,9,10,3,90,0,0.21,10,0
1398,9,1,16,16,5,7,10,14,1,90,1,0.43,30,0
1156,20,3,5,12,2,3,7,16,4,120,1,0.92,30,0
1551,11,1,10,9,1,1,3,16,0,120,0,0.42,20,0
1528,15,3,10,18,4,2,10,22,5,90,0,0.92,20,0
1509,15,2,20,10,4,0,8,14,5,60,1,0.37,20,0
1376,15,1,8,19,5,5,10,20,0,60,1,0.11,10,0
880,6,3,19,23,4,7,10,22,5,60,1,0.57,10,0
1159,20,3,25,9,3,1,7,10,3,60,0,0.87,30,0
1235,15,2,24,30,5,1,10,20,4,60,1,0.72,15,0
1393,10,2,23,7,5,1,10,22,1,120,1,0.83,30,0
846,13,2,3,9,4,7,10,16,3,90,0,0.06,15,0
1345,12,2,8,23,0,6,6,22,0,90,0,0.76,20,0
846,19,2,28,29,3,2,8,22,2,90,1,0.69,10,0
989,20,3,20,29,1,4,6,8,6,120,0,0.55,30,0
1549,18,1,14,20,2,0,4,16,2,90,0,0.53,30,0
834,10,2,18,2,5,6,10,20,0,90,0,0.95,15,0
1290,17,2,20,17,3,4,10,10,1,120,0,0.36,10,0
839,18,3,25,21,2,3,7,16,2,120,1,0.74,30,1
1145,10,2,8,22,5,2,10,10,1,60,1,0.01,20,0
997,18,2,14,4,4,6,10,18,5,120,0,0.16,10,0
1137,8,3,22,18,2,6,10,8,5,90,0,0.94,20,0
1074,14,3,22,3,4,2,10,16,2,120,0,0.92,20,0
886,17,1,11,28,2,7,10,10,2,90,0,0.21,15,0
1109,11,3,22,23,2,0,4,18,5,120,1,0.19,20,1
1052,16,3,13,27,3,6,10,20,2,90,0,0.33,30,0
899,18,3,18,12,0,3,3,22,5,120,0,0.44,20,0
1292,17,1,15,3,1,0,2,20,4,60,0,0.66,30,0
1343,11,1,15,22,1,4,6,14,0,90,1,0.19,20,1
1527,7,2,2,14,0,1,1,18,4,60,0,0.08,15,0
922,13,1,7,12,5,1,10,10,1,120,0,0.02,10,0
1414,11,3,28,30,2,0,4,18,5,120,1,0.25,20,1
831,9,1,8,13,3,0,6,14,3,90,0,0.39,20,0
915,10,1,30,5,1,6,8,18,2,90,0,0.74,20,0
1321,19,2,22,20,3,1,7,22,5,120,0,0.15,15,0
1022,15,3,17,24,2,3,7,16,3,60,0,0.07,15,0
1447,20,3,2,17,5,5,10,8,5,90,1,0.65,10,0
1436,16,2,5,30,5,0,10,14,4,120,1,0.79,10,0
1361,8,1,24,8,0,2,2,22,4,120,0,0.33,30,0
1400,14,3,27,7,1,1,3,22,2,120,1,0.37,30,1
1445,14,3,24,13,1,1,3,14,3,120,1,1.0,10,0
1082,17,1,25,3,2,1,5,16,5,90,1,0.31,15,1
1587,7,3,3,27,5,1,10,20,1,90,1,0.25,10,1
1260,14,3,19,19,0,7,7,8,6,90,1,0.23,15,0
1433,8,1,5,16,1,1,3,20,0,60,0,0.86,20,0
953,9,2,21,26,4,4,10,8,3,120,0,0.57,15,0
966,11,2,2,14,3,1,7,18,2,60,1,0.31,30,1
1512,13,1,4,0,1,6,8,8,3,60,1,0.58,30,0
838,19,1,14,26,4,4,10,22,2,90,1,0.64,30,0
1480,13,2,21,6,0,4,4,8,5,60,0,0.71,15,0
1432,15,1,5,5,5,3,10,18,2,120,1,0.78,10,0
842,6,2,0,29,3,7,10,8,2,90,1,0.21,20,0
1240,14,3,21,1,0,0,0,18,5,120,1,0.78,20,1
1347,16,1,19,1,2,5,9,8,2,90,0,0.13,30,0
1448,12,1,1,11,3,2,8,20,2,120,1,0.15,15,1
1288,6,3,24,3,2,4,8,10,5,120,1,0.97,15,0
895,16,2,0,9,4,6,10,22,5,60,0,0.19,10,0
1306,13,1,28,12,5,2,10,18,1,120,1,0.35,20,0
1166,9,3,25,21,1,2,4,22,6,90,1,0.81,10,0
942,17,2,14,12,4,5,10,18,4,60,1,0.15,10,0
1576,6,3,19,13,3,4,10,8,3,60,1,0.69,10,0
1346,15,2,20,10,1,4,6,14,1,90,1,0.17,20,1
973,7,2,13,27,0,1,1,20,0,60,1,0.35,30,1
1553,15,3,22,8,1,2,4,20,1,90,0,0.25,20,0
965,12,3,29,5,4,3,10,16,2,60,1,0.41,20,0
1165,17,2,30,0,1,5,7,16,3,60,1,0.19,30,1
1067,7,2,29,27,3,5,10,16,0,90,1,0.96,20,0
1395,7,1,0,1,1,2,4,14,4,120,1,0.38,30,1
831,8,1,13,24,4,7,10,8,4,60,0,0.99,30,0
1227,17,2,3,29,3,3,9,18,1,60,0,0.47,30,0
898,9,1,25,29,1,7,9,8,5,90,0,0.22,15,0
949,12,3,1,2,4,7,10,20,1,90,0,0.5,15,0
1293,18,2,5,1,4,6,10,8,0,60,0,0.62,15,0
1498,10,1,12,20,2,4,8,20,3,120,1,0.87,15,0
1062,14,3,7,4,1,1,3,16,5,90,1,0.68,30,1
1538,10,1,11,4,0,3,3,8,2,90,1,0.97,10,0
1188,7,2,9,15,1,3,5,20,3,90,1,0.49,15,1
1091,10,3,19,16,2,6,10,14,3,60,1,0.37,30,0
1123,16,3,25,27,5,5,10,14,3,60,1,0.99,15,0
994,9,3,18,23,1,5,7,8,3,120,0,0.87,10,0
1226,14,1,3,22,5,2,10,18,1,120,1,0.03,20,0
887,9,2,19,1,3,0,6,22,3,90,0,0.36,20,0
961,19,2,25,26,5,6,10,10,0,90,0,0.01,30,0
1589,14,1,6,23,1,1,3,8,6,60,0,0.78,15,0
1457,18,2,19,17,5,4,10,8,2,120,0,0.49,20,0
1579,11,3,19,30,4,6,10,14,5,120,0,0.67,20,0
1336,18,1,8,24,2,5,9,22,0,60,0,0.43,15,0
845,13,3,26,7,1,5,7,18,5,120,1,0.45,20,1
874,8,3,23,5,5,5,10,22,1,90,1,0.64,20,0
1334,8,3,17,4,5,4,10,22,0,60,1,0.86,10,0
1475,13,1,26,20,0,1,1,20,5,90,1,0.22,10,1
1335,17,1,20,24,3,5,10,20,5,90,1,0.64,20,0
1435,9,3,5,4,4,3,10,10,0,120,1,0.83,15,0
995,8,3,19,7,0,0,0,14,4,120,0,0.42,20,0
1077,6,2,30,6,3,2,8,8,5,60,1,0.43,10,0
1555,11,3,5,23,4,2,10,10,2,120,1,0.25,15,0
1175,18,2,19,14,0,6,6,18,4,60,1,0.89,20,1
1486,10,1,7,6,0,1,1,14,5,60,0,0.65,10,0
839,7,1,29,23,2,1,5,8,6,90,1,0.79,20,0
1574,18,3,23,30,1,4,6,18,5,90,0,0.94,30,0
926,9,2,27,9,3,6,10,10,4,60,1,0.2,30,0
1144,12,2,21,13,0,1,1,22,0,60,1,0.65,10,0
1103,17,1,2,4,3,2,8,22,2,120,0,0.61,30,0
1161,6,1,16,17,5,7,10,10,1,120,0,0.44,20,0
1111,15,3,22,11,3,2,8,16,2,90,1,0.97,30,0
1366,18,1,5,2,5,6,10,16,1,60,1,0.15,20,0
1242,16,3,6,14,1,0,2,8,2,90,0,0.8,20,0
1165,19,3,2,10,0,7,7,20,4,120,0,0.44,15,0
1507,18,2,1,5,0,4,4,10,0,90,0,0.09,15,0
1025,17,2,4,4,2,2,6,18,1,60,1,0.26,15,1
1436,16,1,29,14,0,2,2,10,5,60,0,0.16,20,0
1019,16,1,29,0,3,2,8,10,6,60,1,0.85,20,0
1075,20,2,8,1,2,1,5,10,5,90,1,0.63,30,0
857,11,2,8,25,4,0,8,8,2,90,0,0.87,15,0
1388,16,2,9,19,1,0,2,18,5,120,0,0.8,15,0
1547,8,1,11,6,5,2,10,18,6,60,0,0.24,10,0
886,14,2,22,3,3,2,8,16,5,90,1,0.99,10,0
1400,14,1,14,16,3,2,8,20,0,60,0,0.66,20,0
1297,16,1,9,1,1,2,4,16,2,120,0,0.01,10,0
1566,17,1,16,21,1,5,7,14,1,90,0,0.08,30,0
1457,20,1,14,30,0,3,3,18,5,120,1,0.45,15,1
1471,12,1,24,6,1,3,5,22,3,60,1,0.19,10,0
1192,13,3,27,0,1,3,5,20,0,90,1,0.04,10,1
816,11,1,10,4,0,6,6,10,1,120,1,0.36,15,1
906,18,1,30,18,4,6,10,14,5,90,1,0.08,15,0
1084,7,3,3,5,4,1,9,20,6,120,1,0.76,30,0
852,12,1,10,27,1,6,8,22,5,60,0,0.66,10,0
1331,10,3,14,16,3,7,10,22,3,90,0,0.07,10,0
1496,15,1,30,6,5,2,10,8,3,120,1,0.99,20,0
1293,9,1,12,19,2,6,10,10,4,90,0,0.9,10,0
1167,14,3,4,25,0,1,1,8,0,60,1,0.43,20,1
1349,6,3,17,5,3,3,9,10,3,90,1,0.78,15,0
872,17,2,28,16,4,3,10,16,2,90,1,0.64,20,0
1324,12,3,10,17,3,3,9,20,1,90,1,0.3,20,1
1035,9,3,25,14,5,2,10,10,2,60,1,0.15,15,0
1390,15,3,29,25,0,1,1,18,5,90,1,0.19,10,1
898,19,1,15,11,4,6,10,14,4,120,1,0.75,10,0
1186,13,3,28,14,5,2,10,10,4,90,0,0.51,10,0
1325,8,2,30,21,4,5,10,20,2,120,0,0.06,10,0
1030,20,3,28,0,0,2,2,8,6,120,0,0.9,20,0
1213,17,1,6,1,1,7,9,10,6,120,1,0.59,15,0
1301,17,2,1,29,1,3,5,22,4,60,0,0.23,15,0
1422,19,3,28,27,0,6,6,20,5,120,1,0.82,10,0
1568,11,1,10,12,1,3,5,14,0,60,0,0.23,20,0
1383,8,3,1,22,0,3,3,22,6,60,0,0.2,20,0
953,8,3,18,18,2,1,5,18,5,120,0,0.82,15,0
928,11,2,10,0,5,4,10,20,4,90,1,0.7,20,0
1585,20,2,11,13,4,0,8,10,1,90,1,0.28,15,0
927,16,2,15,9,1,4,6,16,4,90,1,0.42,15,0
958,13,1,6,4,4,6,10,8,2,60,0,0.06,30,0
920,18,1,4,3,3,0,6,14,6,60,1,0.57,20,0
826,20,3,9,6,1,7,9,10,2,60,1,0.31,10,0
1428,19,2,17,5,3,6,10,18,4,60,1,0.69,10,0
1472,12,2,4,1,5,7,10,14,1,90,1,0.68,30,0
1286,13,3,9,30,1,5,7,8,0,120,0,0.43,30,0
1372,13,1,2,18,3,7,10,14,5,90,1,0.34,15,0
880,12,1,21,29,3,7,10,8,3,120,1,0.86,20,0
1159,7,2,25,9,0,3,3,22,1,120,0,0.88,15,0
1098,13,2,7,25,3,6,10,22,3,120,0,0.16,20,0
1219,7,3,9,25,2,5,9,14,2,60,0,0.81,30,0
1586,11,2,24,18,2,3,7,18,5,120,0,0.09,20,0
1250,6,3,28,11,5,6,10,14,3,60,1,0.97,30,0
988,9,1,16,10,2,4,8,20,2,60,1,0.77,20,1
1087,15,1,15,9,3,0,6,20,4,120,1,0.74,30,1
1353,14,1,16,24,5,4,10,22,4,60,1,0.58,10,0
1560,11,2,22,27,3,2,8,18,4,90,0,0.4,15,0
1534,9,2,23,28,5,1,10,22,6,120,1,0.14,30,0
1064,13,2,26,17,4,0,8,18,1,120,1,0.8,30,1
1227,7,2,14,5,0,0,0,10,1,120,0,0.62,10,0
964,6,1,30,2,2,5,9,8,0,90,0,0.28,20,0
1115,6,1,19,1,1,7,9,10,1,90,1,0.16,15,0
1110,9,1,11,12,4,6,10,20,5,60,1,0.65,10,0
